51,36,59,98,44,98,58,70,80,90,24,40,87,52,93,55,52,42,78,49,30,85,82,11,5,60,94,79,52,37,11,50,8,80,96,46,50,89,84,39,0,58,17,30,37,15,15,98,60,11,80,69,18,92,84,32,15,74,78,3,8,1,61,72,7,86,57,90,78,37,42,10,85,60,20,5,86,47,58,17,46,3,64,75,6,5,51,2,41,30,88,7,81,49,2,56,18,42,6,47,82,65,76,3,15,34,55,30,24,56,14,68,47,51,34,91,52,1,25,16,30,42,5,5,46,13,42,18,61,35,90,7,12,73,71,15,28,74,91,28,4,62,59,30,42,52,34,9,74,43,42,39,2,12,85,91,35,27,9,57,9,87,22,16,62,98,74,2,81,5,51,59,15,38,81,75,39,28,43,10,6,12,92,7,74,66,95,12,12,62,96,70,54,1,38,97,90,95,33,88,
49,27,93,31,47,60,73,45,36,8,99,76,70,15,61,27,13,45,53,88,57,51,18,85,71,48,90,46,50,49,48,48,97,13,95,48,14,3,46,30,22,48,24,49,24,32,40,17,61,93,69,44,6,72,87,61,40,81,85,79,20,47,52,23,56,77,86,10,94,71,65,6,96,80,27,87,34,0,21,82,87,86,96,26,71,1,80,51,14,93,64,48,47,89,32,41,67,3,10,50,17,81,68,79,44,27,15,28,99,30,17,65,61,36,97,56,40,69,24,47,17,34,55,98,94,60,40,33,25,97,47,43,1,56,81,31,34,11,42,28,66,54,19,4,3,70,6,93,9,68,55,76,4,89,70,52,7,79,13,16,8,82,68,84,64,24,96,26,47,26,82,61,9,73,63,59,0,34,93,33,70,75,5,71,80,66,53,89,17,23,50,89,72,73,90,87,25,14,63,70,
86,2,16,68,19,71,50,96,5,23,3,92,7,45,35,76,68,81,91,47,24,11,11,69,70,16,73,76,11,9,24,73,52,25,68,86,36,82,22,25,53,80,84,54,37,22,40,86,32,54,85,14,80,87,88,4,14,77,61,17,36,58,2,23,93,77,33,86,20,24,33,58,1,98,24,59,6,59,4,86,14,24,95,0,20,48,30,82,15,58,61,3,71,32,21,62,0,96,20,11,31,93,31,45,0,6,58,56,87,19,75,40,8,53,29,46,22,9,0,2,17,25,30,55,16,0,38,68,5,63,74,95,92,60,38,28,31,66,63,96,24,27,30,63,14,96,14,69,57,95,18,49,65,87,45,32,46,36,16,41,9,54,68,42,53,37,96,11,9,79,27,34,38,46,84,88,13,32,64,80,97,33,61,90,3,52,11,26,59,7,91,2,4,5,89,94,53,1,36,48,
39,25,54,44,79,21,10,31,40,46,29,51,50,60,91,2,14,92,35,89,98,90,48,35,1,3,19,49,68,75,99,13,56,68,99,18,73,91,74,95,16,71,78,98,80,51,31,29,47,23,23,17,31,12,26,0,77,6,68,25,14,24,51,86,77,8,40,14,38,52,26,17,28,37,82,69,3,58,70,54,81,93,29,55,6,34,81,80,87,65,66,12,47,7,14,36,90,72,63,45,79,65,1,16,21,21,19,96,75,66,26,98,65,37,95,5,3,42,9,68,52,71,90,89,48,44,40,79,2,34,9,24,17,53,76,65,91,71,87,96,4,98,86,45,10,5,93,73,66,87,31,71,51,38,7,16,3,84,35,39,77,52,21,82,70,80,98,84,85,67,27,88,3,78,90,91,1,27,53,94,35,98,14,95,1,28,6,89,57,50,13,27,36,32,53,47,0,39,3,1,
48,52,63,16,22,95,18,67,57,29,29,68,66,66,50,73,73,70,32,25,14,79,61,80,87,28,23,7,49,22,63,67,99,68,10,92,18,32,95,37,71,73,34,63,79,16,35,68,12,32,74,63,82,78,48,5,13,9,88,94,23,75,87,15,22,42,77,20,39,98,56,75,94,92,84,27,10,11,78,98,94,26,59,94,73,87,52,8,67,52,16,1,49,61,22,16,2,45,52,16,29,4,93,47,87,26,67,29,43,71,22,0,61,72,18,0,40,67,79,95,48,59,18,70,54,97,20,11,91,91,91,49,69,27,47,49,34,63,34,95,82,93,7,81,92,90,98,76,5,74,41,74,97,71,35,71,32,1,29,60,84,98,18,77,45,90,85,43,22,11,50,27,72,16,30,82,53,4,80,11,45,58,28,54,61,12,36,39,66,8,62,63,10,71,40,6,62,69,27,27,
63,18,31,28,31,9,54,39,96,70,72,59,25,81,58,47,97,21,58,6,52,55,62,35,60,66,27,95,21,73,50,33,54,68,65,94,24,99,59,64,71,23,1,9,43,75,90,40,80,0,76,0,81,33,89,25,87,87,1,32,52,41,52,39,27,28,4,18,11,58,1,20,31,53,97,42,81,23,32,39,99,80,53,29,19,39,52,76,55,18,38,54,13,70,87,19,69,72,71,18,41,87,49,4,46,74,70,5,37,45,21,53,73,40,72,34,77,80,78,25,30,31,88,91,82,11,7,57,1,6,79,68,44,17,46,87,40,99,21,2,5,54,28,9,35,69,54,26,51,4,95,52,7,90,49,61,69,88,74,39,70,64,40,2,98,9,84,62,32,53,58,65,7,9,49,69,97,84,43,49,5,28,79,60,52,66,62,18,32,94,50,18,96,64,14,86,93,46,64,93,
19,26,96,39,13,38,69,10,34,43,46,23,7,60,59,74,33,53,11,28,1,44,78,61,1,83,48,91,82,96,13,75,96,87,92,86,13,66,3,23,42,15,29,4,61,58,78,46,35,57,40,30,62,87,55,2,6,85,31,50,82,28,35,41,72,16,34,24,29,56,15,61,26,8,14,40,3,36,20,39,94,72,40,73,93,90,95,94,94,78,64,61,39,65,26,35,22,64,30,19,80,61,29,60,2,74,94,31,41,62,38,34,69,80,81,3,21,93,84,13,35,14,88,18,11,8,75,80,3,29,48,69,77,84,94,75,25,41,44,46,91,82,99,87,37,98,69,61,17,5,34,2,61,21,66,59,69,12,61,21,74,90,99,29,38,98,53,3,51,33,94,32,33,11,39,13,81,34,68,48,67,89,99,34,69,91,84,62,48,9,48,42,0,86,40,0,70,30,14,56,
58,41,54,85,91,94,18,1,89,56,28,31,46,10,77,48,62,31,71,30,86,88,45,70,21,91,95,40,72,4,29,13,95,47,1,73,49,77,49,79,7,64,75,26,42,15,7,53,85,75,47,15,2,85,23,14,20,15,16,95,18,41,71,3,12,53,71,8,35,96,67,50,32,62,22,77,3,76,46,81,78,17,68,86,55,14,26,26,33,35,99,7,43,24,15,90,57,5,47,62,86,34,32,59,47,2,77,48,72,70,96,80,92,54,74,25,63,73,90,49,69,92,99,86,63,18,29,29,97,65,31,68,36,47,24,62,13,27,40,80,55,8,27,5,55,35,64,86,77,26,44,84,32,84,1,59,10,5,54,17,65,98,77,21,38,52,0,26,5,71,79,48,71,75,22,33,16,38,87,72,41,68,67,14,29,72,69,31,44,84,57,86,73,44,34,37,4,84,63,36,
33,60,49,75,80,90,78,39,95,96,3,54,86,71,87,73,96,20,39,84,73,65,66,19,12,3,6,72,31,19,42,31,73,44,55,71,10,98,50,56,71,49,55,51,22,52,84,27,23,15,2,28,9,40,81,17,18,63,76,18,41,66,35,49,54,97,37,11,89,34,66,8,77,49,85,72,68,26,87,60,59,19,3,93,80,53,67,92,8,28,58,95,12,69,48,48,43,72,62,32,45,42,18,18,12,83,75,70,52,33,7,73,90,23,78,65,22,97,7,55,97,62,70,92,78,86,8,36,53,65,80,36,10,3,47,40,37,69,6,22,86,10,45,22,76,74,95,35,87,44,26,39,34,12,48,55,5,72,76,30,28,28,49,9,20,40,16,55,27,38,54,3,46,13,7,75,96,46,2,15,27,61,34,99,63,48,98,50,47,92,27,74,55,5,10,81,96,41,37,18,
39,65,62,8,20,44,11,23,91,81,10,37,38,24,57,21,7,48,95,56,26,40,33,32,78,52,87,26,12,19,66,47,80,83,84,55,60,98,0,87,33,56,40,58,92,46,50,35,75,85,22,69,96,75,62,39,58,96,47,79,33,17,16,10,47,85,2,76,18,84,79,98,0,27,16,96,62,58,17,9,2,64,24,5,67,38,31,40,91,67,63,96,7,24,26,29,67,69,44,53,78,84,42,69,39,18,6,45,50,16,91,32,88,63,4,69,81,12,67,66,40,64,60,14,14,23,21,50,21,8,4,4,12,85,43,24,20,65,65,88,61,53,55,76,3,67,0,51,36,70,86,66,6,6,39,59,79,55,47,2,41,82,41,31,45,48,58,35,87,88,79,53,59,96,41,57,56,16,90,57,11,27,80,72,20,70,11,69,80,55,22,24,58,23,74,44,39,92,65,69,
41,79,54,32,93,98,42,18,5,94,75,58,57,63,54,60,75,49,2,91,34,63,1,13,32,67,92,42,91,14,46,83,82,62,14,74,81,74,73,76,82,20,3,74,12,67,75,5,30,1,94,57,18,24,1,0,16,85,79,5,37,5,8,80,69,20,45,37,37,4,46,14,31,40,26,81,47,30,99,75,98,79,65,43,18,69,61,47,54,59,98,21,34,61,84,17,10,99,81,87,3,89,29,53,94,29,63,48,46,85,83,80,6,39,59,77,72,71,89,80,73,36,22,99,92,3,85,26,95,61,11,35,44,20,35,29,50,30,84,5,89,27,10,98,7,88,94,11,82,29,57,23,54,83,96,77,32,58,63,22,21,43,59,29,45,62,79,29,37,1,43,26,0,36,0,6,33,60,64,90,22,7,77,90,40,73,9,13,3,39,2,98,22,46,85,41,85,94,81,95,
87,16,56,54,74,85,41,47,27,66,18,45,18,74,34,15,87,11,96,26,59,17,66,90,10,76,37,39,19,57,78,36,9,12,13,45,33,37,14,2,57,93,88,36,68,33,35,82,37,99,92,72,10,24,92,77,4,26,26,80,61,66,32,99,11,85,12,99,60,1,98,35,96,23,46,3,46,61,77,24,43,86,24,55,82,37,35,20,53,12,41,15,41,85,49,62,84,99,87,96,43,96,17,97,12,90,51,86,34,29,83,37,24,16,9,88,85,68,92,15,48,85,34,67,89,7,45,25,12,78,47,93,34,46,16,73,92,8,93,33,31,85,45,77,98,53,31,37,61,79,57,37,78,67,68,6,80,91,18,82,20,62,27,68,81,36,62,67,52,55,2,45,72,82,43,35,13,1,13,4,28,72,32,71,31,97,9,47,97,29,30,27,24,63,38,11,97,78,59,22,
74,8,23,1,91,99,21,72,62,11,53,12,52,55,73,5,82,94,75,19,38,42,25,53,63,68,19,81,44,2,55,59,59,43,59,16,51,9,40,43,24,25,77,57,31,47,50,22,27,24,31,64,62,66,17,87,66,91,71,98,51,62,79,74,41,84,59,92,84,3,79,42,8,65,54,83,36,8,81,67,11,69,37,88,29,23,24,14,24,34,6,62,66,14,74,62,96,66,88,85,29,57,23,62,66,97,43,6,66,91,49,80,93,2,88,17,43,83,61,74,2,43,91,94,9,33,40,12,55,7,92,77,96,96,46,42,1,3,6,23,87,31,19,40,62,48,70,29,83,6,24,62,7,12,28,52,41,43,49,0,35,70,51,9,16,51,86,32,65,68,25,68,58,68,97,60,30,77,97,7,91,55,90,19,0,98,95,50,60,25,2,85,59,58,15,26,13,79,51,29,
87,80,9,95,39,31,97,32,36,78,66,12,90,30,66,80,16,85,93,59,31,2,6,80,44,1,18,23,79,19,23,0,31,47,58,71,50,71,50,87,85,38,44,78,60,96,92,51,68,77,2,31,95,54,66,32,30,45,9,56,18,92,12,66,8,13,48,80,18,13,5,6,16,91,29,78,49,84,88,78,60,34,37,26,22,30,16,99,84,15,40,57,70,13,25,67,7,22,34,7,5,80,29,88,90,96,31,17,41,47,27,1,90,68,27,64,53,41,38,90,30,76,59,18,35,86,58,99,67,42,77,70,34,69,66,23,94,29,39,86,64,68,32,98,25,15,20,26,1,64,11,36,73,86,81,67,13,64,0,73,49,9,33,23,49,83,72,17,48,45,49,41,42,99,99,2,83,94,80,55,80,6,48,83,29,98,59,69,76,34,98,61,12,94,14,28,58,46,20,82,
18,62,24,10,88,45,17,36,8,35,59,54,80,4,64,28,9,15,25,75,0,72,52,5,17,55,76,95,89,67,29,27,86,6,90,61,56,53,85,38,62,80,56,61,87,65,83,7,25,3,95,89,38,83,55,43,79,34,2,11,54,1,59,92,56,46,37,3,31,32,39,73,78,67,97,87,67,1,81,71,62,73,24,27,64,47,25,80,27,44,85,84,33,72,46,17,65,70,54,94,9,65,31,93,66,34,60,45,86,5,95,52,52,40,42,65,75,42,21,15,0,94,61,43,11,45,27,33,12,58,0,32,30,33,14,61,58,2,69,1,50,8,52,88,62,38,87,59,91,6,8,61,11,38,62,50,46,4,29,85,62,6,85,12,59,18,19,90,9,35,34,61,82,3,44,61,73,85,60,2,81,99,12,14,72,41,91,7,39,83,32,96,11,34,23,6,98,39,98,39,
36,25,45,15,1,81,19,60,72,11,92,24,19,52,3,73,90,55,69,25,74,57,9,43,14,98,87,62,64,65,72,25,74,48,39,37,21,78,34,16,0,90,17,15,34,37,96,63,93,99,96,68,19,71,75,34,95,81,57,81,94,94,12,44,60,56,60,34,77,59,56,98,4,79,65,90,31,51,56,0,66,79,32,52,43,47,74,96,59,9,61,5,58,70,2,60,33,36,72,47,21,39,93,78,85,26,17,73,0,37,29,59,49,82,0,21,44,29,82,18,34,81,90,84,9,80,30,44,70,50,90,58,5,51,58,16,14,7,13,93,67,68,90,53,29,27,6,80,47,27,20,40,15,4,81,9,92,60,97,41,78,44,64,44,84,50,70,59,48,54,88,72,6,55,51,81,27,40,68,39,69,36,11,62,91,83,34,24,21,95,82,30,82,52,64,98,4,72,93,71,
95,67,15,0,7,30,81,65,6,71,91,88,28,85,91,55,89,90,1,53,90,4,37,68,62,44,74,75,4,62,95,66,41,93,95,35,12,6,51,51,31,65,27,10,93,64,61,59,65,42,89,44,94,59,70,75,85,81,52,75,4,67,69,10,37,62,41,43,47,46,49,31,1,86,79,97,85,81,72,76,41,5,68,2,12,45,54,90,95,83,72,42,64,4,2,12,17,72,96,27,18,19,39,10,21,23,12,41,86,91,96,76,78,15,60,18,98,37,96,98,45,66,7,4,84,24,18,95,58,41,27,67,11,24,62,68,22,94,46,71,78,74,97,83,11,34,97,91,34,44,73,47,75,66,37,30,52,79,14,84,7,63,29,80,9,89,33,69,97,23,37,81,31,14,40,67,42,41,81,11,10,5,99,48,44,87,30,63,60,10,77,63,40,23,99,20,55,31,16,32,
41,84,69,1,19,33,12,26,55,36,67,17,33,41,60,78,5,21,30,46,48,96,87,31,10,13,53,69,31,61,8,94,15,32,37,2,41,84,69,44,67,14,30,18,91,91,3,45,93,48,40,5,68,26,0,77,69,61,30,38,44,36,92,14,2,42,50,88,48,93,16,87,9,25,7,48,99,71,69,9,36,55,69,79,5,35,25,49,12,11,96,27,18,59,4,90,51,20,20,43,18,7,80,17,62,75,13,85,59,86,41,85,0,96,49,5,65,56,73,66,12,27,53,60,40,30,72,68,98,44,51,99,46,39,93,98,34,65,26,43,46,55,27,29,82,5,71,9,13,91,52,41,84,77,82,41,84,90,57,8,86,32,2,65,47,36,11,84,20,11,52,32,56,99,23,14,17,11,25,96,77,99,86,9,25,48,74,27,57,63,26,87,7,46,91,67,83,82,87,21,
68,98,28,91,89,89,54,44,18,6,53,39,18,85,36,96,30,62,51,36,91,3,79,9,50,83,68,19,37,58,88,49,27,88,14,1,81,41,82,51,68,54,88,33,94,44,33,32,0,37,71,90,14,28,96,65,3,63,18,88,69,20,50,29,41,33,6,48,84,52,70,86,25,23,41,82,90,21,58,5,71,23,11,52,2,14,58,45,29,46,80,38,23,10,9,41,89,11,91,37,90,9,27,86,37,33,86,66,87,82,57,20,17,30,23,22,67,24,60,86,53,92,24,81,11,94,94,29,4,77,95,49,91,89,43,43,21,96,61,74,79,70,96,73,53,83,79,1,25,42,23,87,86,61,68,10,44,84,32,52,5,34,84,35,3,95,97,36,8,20,79,76,11,50,26,4,45,54,46,51,44,13,89,62,53,52,37,67,0,23,60,55,9,88,26,79,22,27,73,86,
23,92,24,26,56,57,68,64,65,83,61,73,44,8,12,96,37,15,70,58,26,79,72,77,31,1,95,29,28,90,48,57,34,94,36,19,28,68,1,42,70,86,40,48,97,15,87,0,71,84,69,6,42,33,58,72,80,79,17,53,37,83,56,80,60,32,70,11,41,26,57,25,68,27,71,67,92,51,15,67,6,13,88,39,73,24,61,37,15,72,33,16,45,75,40,36,98,48,91,34,66,59,36,15,42,45,93,42,11,92,27,73,83,76,76,89,17,57,54,99,61,97,47,20,73,69,53,40,51,12,47,56,82,36,11,17,41,98,28,65,3,40,19,33,21,38,5,92,23,3,87,92,94,90,91,31,51,49,37,69,59,81,70,69,59,60,21,2,60,88,74,25,80,49,63,0,1,31,43,21,83,6,74,69,0,3,69,60,52,64,79,7,92,99,28,42,91,11,98,68,
84,33,64,40,55,27,20,74,43,51,21,71,77,7,15,81,50,96,68,31,72,41,27,86,99,98,20,18,96,74,62,96,88,55,89,88,2,65,37,94,94,14,53,21,61,93,32,2,90,81,13,60,48,93,77,77,71,98,55,21,1,69,86,61,85,63,31,64,10,83,94,97,90,20,37,53,75,89,47,69,84,5,76,56,82,11,38,49,77,75,9,7,38,51,1,52,86,5,8,68,16,10,71,67,16,49,5,83,72,14,3,73,17,30,24,97,59,79,17,69,76,4,50,88,86,80,75,77,56,65,89,84,18,17,89,31,88,44,71,13,94,28,85,56,5,46,83,33,44,94,95,46,6,75,81,20,79,56,53,27,38,87,6,92,26,45,3,10,29,39,13,4,86,52,28,63,31,11,91,35,51,99,70,64,79,95,63,88,92,76,42,12,69,27,94,56,38,93,69,72,
76,12,68,97,5,69,4,1,56,83,53,59,94,27,48,83,36,51,80,54,97,40,70,5,8,93,95,5,68,77,88,72,40,45,40,19,93,0,57,55,71,7,0,81,19,53,33,50,24,16,68,0,70,43,49,25,16,69,3,94,22,26,83,55,74,4,89,26,40,12,83,9,53,51,50,93,64,58,63,81,52,22,87,17,87,77,0,62,97,10,3,95,2,75,30,52,1,70,30,6,68,17,27,10,49,55,5,52,88,1,84,46,28,2,36,17,92,95,78,96,78,86,90,28,50,21,77,77,14,63,49,43,31,20,80,71,24,23,18,53,98,54,27,59,91,18,12,21,37,52,19,13,19,91,86,81,12,3,45,15,28,75,4,89,23,36,43,88,13,63,45,67,48,2,32,53,5,70,3,19,10,96,44,51,49,98,29,38,51,97,37,85,92,34,71,33,54,42,10,92,
21,15,6,24,89,88,0,47,99,68,5,33,35,92,68,58,88,92,68,28,18,56,65,61,17,24,84,33,98,1,71,44,3,79,36,83,52,36,6,74,93,31,25,14,92,59,15,32,87,23,31,26,51,95,42,36,16,9,13,15,85,85,50,44,92,26,8,53,15,19,14,42,86,23,25,61,73,62,9,3,67,64,85,7,49,75,91,6,48,84,4,2,33,39,93,79,32,34,26,60,57,9,5,78,91,7,15,89,58,36,55,55,15,83,48,25,80,79,68,10,30,31,39,74,68,70,6,10,18,73,38,70,18,4,85,63,7,73,28,35,31,73,44,70,80,7,54,32,31,55,57,81,10,48,58,40,89,27,80,13,26,28,0,81,97,99,80,97,63,51,71,32,93,10,8,62,89,62,48,62,88,28,15,30,47,72,19,22,56,33,32,35,45,43,31,99,8,99,46,11,
82,90,62,41,46,10,39,55,39,99,34,36,42,86,61,42,49,48,44,58,40,37,20,5,27,14,68,27,62,94,17,14,13,67,43,8,55,38,22,82,29,1,83,15,81,47,95,13,90,70,30,19,43,98,74,34,11,25,35,22,59,47,27,10,11,24,75,51,81,13,68,19,20,22,68,2,69,85,14,38,59,71,77,33,24,36,65,0,5,40,92,86,79,3,71,34,5,30,81,93,58,76,58,30,15,60,41,73,10,96,77,63,50,59,33,96,39,48,18,61,3,71,54,4,98,73,18,91,71,17,87,82,15,26,62,46,79,8,38,4,32,63,36,1,47,26,65,68,56,45,36,37,90,62,94,97,76,78,86,57,8,92,31,87,17,11,90,40,40,94,43,15,23,70,99,43,65,3,42,13,75,35,99,49,0,48,60,84,69,65,73,3,52,77,26,82,90,56,33,36,
